Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
ATHON ENERGIA SA,Brazil,Corporate - Energy,3.3503169042969057,A,3,63.7351907523946,55.11502056203976,3.0503982040551105,0.08354704172138572,1.9987297464944365,3.0095771555867246,3.5734372471747706,50.46028336953215,92.18694131101421
ATHON GERACAO DISTRIBUIDA SA,Brazil,Corporate - Energy,4.42157265584473,BBB,4,90.34827454419968,89.77934409290981,1.367451003362453,1.6859904843403684,2.3185961388284837,7.489176404785196,2.6364956656439698,60.0110467894333,98.93035660203802
ATLANTICA SUSTAINABLE INFRASTRUCTURE JERSEY LTD,Jersey,Corporate - Utilities,4.116524346046015,B,6,72.98324352013306,101.17074471147009,3.3567802350869713,5.807968298534757,7.979431892533,7.941627088376095,4.504339472007896,55.66103249667246,97.28276030452798
ATLANTICA YIELD PLC,United Kingdom,Corporate - Utilities,1.3395652649871612,AAA,1,77.32885710161474,98.32942849663252,0.6495804391974928,7.143875620372924,5.631265938920469,2.0246754209575,1.5647280867417923,92.13595617697342,103.49703996031013
ATRIUM FINANCE PLC,Cyprus,Financials - Specialty finance,4.5165154932049,BB,5,71.64080011047346,88.27841004030405,0.949727759741419,9.166431026939161,0.057706612929679935,9.590439968714078,2.8708099980479145,62.925312607390595,103.10520958369679
ATRIUM LJUNGBERG AB,Sweden,Financials - Real estate,2.927040088620428,A,3,52.194997132150256,133.91466080707525,2.1127434141545427,7.054966519346238,4.293227657041952,5.024027934801268,2.5037763737049303,64.23489844437778,103.68560570202627
ATSINAUIJINANCIOS ENERGETIKOS INVESTICIJOS UAB,Lithuania,Corporate - Utilities,4.133480698238282,AA,2,58.2874889910078,64.53266924205042,2.227377413366929,6.7177927025486595,4.078849268503589,9.169787490185026,2.4478045311380288,97.99682858994422,99.92189912344278
ATTISTIBAS FINANSU INSTITUCIJA ALTUM JSC,Latvia,SSA - Agencies,4.53241084965572,A,3,72.27708193709455,100.56967437813739,2.4354502499027104,3.943411463506643,1.1394526944454353,7.0676528186163114,2.280526997586063,68.95433615244261,101.24330806528624
AUCKLAND COUNCIL,New Zealand,SSA - Quasi-sovereigns,1.9310156373733873,AA,2,60.459273270396395,56.20414169565543,0.5509073879463994,0.012844255268014138,6.761417886014572,7.224334230224131,1.0281473776614063,50.47928200721973,93.43278148918995
AUDAX RENOVABLES SA,Spain,Corporate - Utilities,0.9952336603745454,A,3,52.49895143298394,57.115567887790974,3.3811003238663906,1.2015925873562194,7.02097188379491,0.8504362130607113,3.7785496124619637,64.19230741730682,90.54791267962798
AUGA GROUP AB,Lithuania,Corporate - Consumer Staples,1.5257082314387376,AA,2,92.18248320259119,107.38658496770964,0.633764278202432,5.345545447560392,7.208932190520977,2.1999112689693066,2.2566801636964433,55.964979030090625,101.62196775354238
AUGSTSPRIEGUMA TIKLS AS,Latvia,Corporate - Utilities,2.4219850488181534,B,6,99.0596264582058,106.6018424887821,0.9291858581702072,6.751298858444197,7.28470945558592,0.08814833294472635,4.792581375013029,55.140428086792696,99.31264656693644
AURSKOG SPAREBANK,Norway,Financials - Banking,4.181066446651219,BBB,4,89.65714369983698,137.80335128444568,0.5420435525781709,4.174482838964625,0.0005282693229680113,7.161276404767375,1.3040421359638814,53.87436450678747,105.89290417127793
AUSTRIA (REPUBLIC OF),Austria,SSA - Sovereigns,4.373287624653545,AA,2,92.68924608523335,105.78736756600732,2.200575299882284,7.306790115283902,9.539208038467223,3.4443828842851,3.4137191981352055,79.66297350876886,102.32668512210734
AUTOLIV INC.,Sweden,Corporate - Consumer Discretionary,0.5312845873903582,AA,2,62.09885651585227,145.97910204048503,3.2968006517629167,5.218622953321788,8.14208767054663,7.866525160763468,4.703585398195543,59.467386181492934,102.41264798494362
AUTOWALLIS NYRT,Hungary,Financials - Financial services,2.798362861599046,AAA,1,98.03134877565998,54.86948483999298,2.497841498241393,0.7417619559431221,9.039816965892854,3.3893621993702627,3.3172916150804626,68.06213970205053,94.0192108809079
AVALONBAY COMMUNITIES INC,United States,Financials - Real estate,2.3783495141695052,AA,2,59.84628522267142,59.800768478074104,2.967972405441282,1.9201625096794883,0.15643295307434135,8.19333752298861,4.356364538086973,93.10088580650084,96.48622769977959
AVANGRID INC,United States,Corporate - Utilities,1.4994851471182862,AAA,1,97.57149051809162,54.40658615703814,0.5398436103757402,8.399982232439429,9.338587957857394,1.30698253748313,4.13740479878503,71.21690698981378,98.77563129904834
AVIC INTERNATIONAL FINANCE & INVESTMENT LTD,Virgin Islands,Corporate - Industrials,1.0393941530015727,BB,5,99.74096469829755,68.527685033354,2.1260458954391783,7.249127466244395,8.097885286881047,1.733731567575082,1.8005885774450192,95.78456750258188,97.99810339401557
AXA,France,Financials - Insurance,2.0192682713163257,B,6,85.58614028730244,104.12701109416781,1.8786889325165657,8.94761987012495,8.372191429586985,3.4087653958393647,3.0006196996974825,74.89690266978032,100.51891415373609
AXA LOGISTICS EUROPE MASTER S.C.A.,Luxembourg,Financials - Real estate,4.743093667606336,AAA,1,99.0571865895911,114.5572181427428,1.9969038326623791,1.1755724912093657,0.9328738472196851,4.084873888822733,0.781306699056778,69.94183074198779,103.49933260176833
AXIS BANK LTD/GIFT CITY,India,Financials - Banking,1.9544131940933984,BBB,4,78.47698897835518,54.55851579486688,0.7166395560055638,9.90222534615074,7.387780289185977,3.487028108429784,2.6776294134779977,87.51944635453508,98.77171634446916
AXPO HOLDING AG,Switzerland,Corporate - Utilities,2.8345577978451475,B,6,62.97708915880452,144.59708898455995,2.5533060832079224,2.094067139499336,9.59916689642091,7.636470325232199,1.152109859071686,53.65875493840011,98.90882700904984
AYDEM YENILENEBILIR ENERJI AS,Turkey,Corporate - Energy,3.6635853150283,AAA,1,71.84979428328104,134.21653766503812,2.0096612445759034,0.1177987628664201,6.785473414181606,0.969513926267147,3.718684074762228,54.47391914912087,99.8176005292579
AZURE POWER ENERGY LTD,Mauritius,Corporate - Utilities,2.136333210706823,B,6,79.6780467689393,79.66124821570932,2.795446549583792,9.974229390535541,5.7056140462460645,3.5121701963848806,2.640292109460623,82.59868569614804,99.39526947569377
AZURE POWER SOLAR ENERGY PVT LTD,Mauritius,Corporate - Utilities,4.873019372244323,B,6,53.65407810135075,57.718753022646794,1.955871902185146,2.8107388544511314,9.45629677748997,8.372399995154593,2.0561368131583024,74.34703566196241,92.17266716023488
B GRIMM POWER PCL,Thailand,Corporate - Utilities,4.8310128272395,B,6,81.1171632308623,66.98870732190574,0.9481449086792962,6.680194525125599,4.42937121734436,0.6679707726217199,1.343985480834888,89.52076251596051,98.04170621763413
BAIC MOTOR CORP LTD,China (mainland),Corporate - Consumer Discretionary,1.6330203312141387,BB,5,99.05889183811473,62.69444137549726,2.444770862233466,1.766823141763052,5.992935663104787,9.423435076713574,4.993492409206434,95.81354186717658,95.09266457233156
BALOISE HOLDING AG,Switzerland,Financials - Insurance,2.7376182765157346,BBB,4,59.50538248918638,62.328377929894685,1.0171590863154987,5.802285321991417,4.763382934943662,9.863168422720129,0.3585526044246634,69.41834388357738,97.88910340228539
BANCA COMERCIALA ROMANA S.A.,Romania,Financials - Banking,1.8539523941754634,A,3,89.62975581441916,101.8561688665734,3.1171836900644445,9.040349864545593,9.328462213602991,0.8856817382508009,0.2178034028621001,79.82050132923231,101.9326678234637
BANCA POPOLARE DI SONDRIO SPA,Italy,Financials - Banking,1.7817822246986044,A,3,95.39493968898097,74.58474424934003,2.3393487172077245,3.201811674284386,0.7608472676550726,2.91272522255737,1.0862870024693227,75.03483138976549,99.07096748794294
BANCA SELLA S.P.A.,Italy,Financials - Banking,0.6659912630953976,AAA,1,97.18507964101104,85.81397165291445,0.9716116506708627,6.702539760443592,5.011197008253482,3.7240066603535613,4.855362293139098,99.08053278212165,102.60510400660775
BANCO BILBAO VIZCAYA ARGENTARIA SA,Spain,Financials - Banking,3.243039502909536,B,6,98.00678022027236,148.95053333843225,3.3870141724436205,1.879035887984165,6.869524413854383,7.76391368652726,4.896190841599922,91.55422036782976,101.53338787053968
BANCO BPM SOCIETA PER AZIONI,Italy,Financials - Banking,2.7620556045298765,AAA,1,76.0729819360736,118.43142489253448,2.055096390005962,6.247953987187253,7.919065384222369,5.959268121167338,3.2746386738606796,95.58688541386768,103.89352203188268
BANCO BTG PACTUAL S.A.,Brazil,Financials - Financial services,0.731654380624952,BB,5,98.86539539957519,144.89806670470014,0.718695355614965,3.3645035181751015,5.830186474441364,6.443657004925674,4.400533336032024,62.717004378880205,102.90223862625055
BANCO DAVIVIENDA S.A.,Colombia,Financials - Banking,1.7539090890647515,BB,5,87.86551035672194,64.25565550331156,2.380498713245202,2.1120825858795165,9.08917744121454,7.57509822818506,1.0698086542039769,88.62632115812971,94.49841170454566
BANCO DE BOGOTA S.A.,Colombia,Financials - Banking,4.587196486849941,AA,2,58.083571811848095,88.21394748325693,1.2595967210384307,3.1318205070363514,9.419914468838718,1.1797899943702572,4.860210470883118,63.273661249882444,95.93956815859315
BANCO DE CREDITO DEL PERU,Peru,Financials - Banking,1.5780285080013758,BB,5,73.8450053233985,105.47318032823543,2.911080355631907,1.7884106850779935,0.6431922319358352,8.332094569102624,0.7139242506978233,60.43712667141949,99.0447041146106
BANCO DE CREDITO E INVERSIONES,Chile,Financials - Banking,1.152026924410504,AA,2,85.9165587686002,57.6758061888738,2.953466220698572,9.019161078378827,4.023705395413744,7.056198041801441,0.5056259409082914,97.21330798277754,101.30925155572095
BANCO DE SABADELL SA,Spain,Financials - Banking,2.7025374212490334,BBB,4,62.36701579095417,50.418744362795785,3.4368420675639855,3.9718688631712884,0.23459021721154438,5.773417251963703,0.5610576962363645,50.965220835893334,94.87012275313633
BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,Brazil,SSA - Quasi-sovereigns,4.935427043497703,AAA,1,82.03075917744437,117.04343337969175,2.0056085930735112,2.4527930497436734,3.2941665737444294,8.897353347830567,2.8656396163628233,98.26943518317148,104.11665862815988
BANCO SANTANDER S.A.,Spain,Financials - Banking,1.589248721801752,BBB,4,83.33002395233096,114.18195168014353,1.8648706391832115,4.484078410159329,5.368682179706021,7.003063538838071,3.9048720035902615,57.46309484944031,100.48579602146788
BANCOLOMBIA SA,Colombia,Financials - Banking,3.5246099633264536,BB,5,58.13498719042829,91.07888099996117,2.760426816339442,3.2053616680649553,9.107949305099488,2.016999626310254,1.8333358893731655,90.97190408966341,95.3807524185055
BANE NOR EIENDOM AS,Norway,Financials - Real estate,3.927288268979229,BBB,4,78.25426562263782,98.96440760320326,0.8974119690257797,7.44419253813326,8.465543224654029,4.297453810756667,4.8894799389306325,63.79612765340515,100.06503093411968
BANGKOK MASS TRANSIT SYSTEM PCL,Thailand,Corporate - Industrials,1.5693689479657986,BBB,4,88.58134554893039,91.54430005920895,2.1407465413793725,9.712199118854944,1.2749972667198572,4.940428669357333,2.1721006905916473,67.53511637153636,103.35639479452202
BANK FOR AGRICULTURE AND AGRICULTURAL COOPERATIVES (BAAC),Thailand,SSA - Quasi-sovereigns,3.776973568753368,BBB,4,74.9447832267971,52.400504484488884,2.138742800392553,4.380336566976468,0.930303747408957,0.5521762675040565,0.7522427538660814,60.837885566099246,95.87206088325945
BANK HAPOALIM BM,Israel,Financials - Banking,2.1550240972366392,BB,5,50.60515583880537,83.53716062174624,0.7684193684311617,8.610333999722403,5.892673387566671,9.546375133600558,2.3298337409306837,79.27570212405398,99.9612512698011
BANK LEUMI LE-ISRAEL BM,Israel,Financials - Banking,3.3453762376711076,B,6,50.45192345396461,67.70822553972899,1.7539522565207406,5.658630735596195,5.321179724587827,1.2857726079687848,3.3951858271121993,67.4047773753937,94.1634500977953
BANK OF AMERICA CORPORATION,United States,Financials - Banking,3.3508836984240262,BBB,4,67.85146719850061,59.84241891013687,3.059854395701606,1.5723566509423348,2.6637764143002385,6.974612672267268,4.161128902521893,82.86965197473316,94.3320594856928
BANK OF CHINA,China (mainland),Financials - Banking,2.910986078336413,AA,2,96.30970342158909,145.67204338893498,3.068460865983981,6.906227420813416,8.994530845538351,5.062310360908802,2.2938414497829647,50.7823658971033,105.06144323107412
BANK OF CHINA (HONG KONG) LIMITED,China (Hong Kong),Financials - Banking,0.9063039652448374,BB,5,61.43383898018044,109.93597250421656,0.797712994759043,5.134344971258201,9.273664094615535,0.25632249884422587,2.9680341302458375,53.21874417575198,97.17118074042092
BANK OF CHINA LTD/FRANKFURT,Germany,Financials - Banking,4.25886123015157,BBB,4,81.71818444358436,122.86562842366027,0.7721626482434926,6.506065232521035,4.026114383401627,9.247474758643616,1.3367235607942667,54.983057636562435,104.61780041791017
BANK OF CHINA LTD/HUNGARY,China (mainland),Financials - Banking,1.9435102923728111,B,6,61.103793534666025,81.53637432661175,1.288086431005806,8.89687412571665,8.903025571135203,8.518368088189332,3.22958263202757,70.94968426551155,98.01989953394704
BANK OF CHINA LTD/JOHANNESBURG,China (mainland),Financials - Banking,1.339333296799344,BB,5,66.08349948297743,89.31471294940152,3.1242981876619806,4.404345706560461,3.8394889426297265,5.242579279038355,4.929859719751718,90.7398086329988,97.1371800332056
BANK OF CHINA LTD/MACAU,China (mainland),Financials - Banking,0.6834881369964376,A,3,92.4021044800742,73.69239938967235,0.8867077552204968,9.011776232173556,7.368168318297002,2.2894233613944523,0.2452678629389693,94.40889551891914,101.56012451674384
BANK OF CHINA LTD/PARIS,China (mainland),Financials - Banking,3.159018244347088,B,6,86.44307211349735,59.69656709654247,2.6599904078823386,7.506690142816549,4.7594221754772414,1.2162289068009424,4.432653353525839,62.240537003045034,95.50108419503985
BANK OF CHINA LTD/SYDNEY,Australia,Financials - Banking,3.549039628290271,AA,2,54.76996386566053,67.90316374415838,0.8034968588393097,4.886049258779847,1.2258315650718299,3.633924794321266,2.811412513837614,78.7184862119507,98.87168083003911
BANK OF GUIYANG CO LTD,China (mainland),Financials - Banking,0.5746452301753526,BBB,4,71.43510104932167,129.7514045296486,2.3694135612434764,6.032221356579637,9.279342012370215,2.554282810460905,1.2604932978114998,88.41824963463003,101.63429720296176
BANK OF HANGZHOU CO LTD,China (mainland),Financials - Banking,2.8044187623467645,A,3,51.458488182263224,117.75458051837758,1.5682018973574343,3.2558113251901144,4.540965933775366,5.066912010062987,4.77444855004629,64.44147149598044,99.5018384380402
BANK OF IRELAND GROUP PLC,Ireland,Financials - Banking,1.5192309883907207,A,3,74.04450733015045,104.69288759854769,2.866741888897601,9.835972997387742,7.344870403224037,9.664092961234289,2.416771515294495,70.45038683681366,103.14008189081312
BANK OF NAGOYA LTD/THE,Japan,Financials - Banking,3.403277556842524,BB,5,83.1217005850534,97.50898728667681,1.2010713464760907,6.67351163050396,3.6717381443129216,5.749534932296414,1.6584512583669282,76.1987101342857,101.69318942850299
BANK OF TAIWAN,Taiwan,Financials - Banking,1.2846489305224615,A,3,55.92513117990758,142.24342836561243,2.4176054881698796,0.43846852496629896,0.1888087857623466,8.899310558900979,0.9074881413542057,56.74374232040238,102.20762552281806
BANK OF THE PHILIPPINE ISLANDS,Philippines,Financials - Banking,3.609219821461097,AA,2,64.44424694545829,57.273494777866844,1.2070476037276547,3.266219057480088,1.005303586918359,6.508788374957772,1.2222610512833105,51.299114686289016,97.24783485126858
BANK RAKYAT INDONESIA PERSERO TBK PT,Indonesia,Financials - Banking,2.2403090583524183,AA,2,69.89183127510785,78.0600813237916,2.6409808493364615,6.233144337590575,4.9621947948992435,4.752465265872004,4.1642452079572125,57.64029046591416,98.33651628177788
BANK SINOPAC CO LTD/TAIWAN,Taiwan,Financials - Banking,4.715284949315305,AAA,1,95.97655123280248,84.9937853570714,3.121034103682246,0.563332777992398,6.899643571263624,8.546075627333712,3.0720500465858294,81.34268106267666,98.44969640169795
BANKINTER SA,Spain,Financials - Banking,1.1188442486569696,AA,2,99.66275077114821,128.24258122127878,0.8804053973802801,0.23884191319142767,3.3473532657927905,4.713681101729975,4.566228097441581,53.680913076684085,101.51133385599823
BANQUE FEDERATIVE DU CREDIT MUTUEL,France,Financials - Banking,2.0347985797261634,B,6,52.24556494978079,149.25146201619714,3.0997870657865105,4.5002423952780255,6.954884591776503,8.68628170510361,1.1598422607889292,59.484818242506414,101.06523644393813
BANQUE INTERNATIONALE A LUXEMBOURG S.A.,Luxembourg,Financials - Banking,1.010630845582651,A,3,88.0503961747696,74.0670514757153,2.2807257632428937,3.3269017969267,6.98635589431956,2.915767695757653,0.6056928692445074,66.89269428476518,96.66237408286966
BARCLAYS BANK PLC,United Kingdom,Financials - Banking,4.661121282253532,AA,2,68.58620332011716,137.43073341370805,0.8813314726010719,4.3829860803316585,7.039359073278309,1.2881307376298812,0.030437654877950027,53.89350321531832,103.44776366337848
